Notes,County,County Code,Year,Year Code,Births,Total Population,Birth Rate,Average Age of Mother,Average LMP Gestational Age
,"Newport News city, VA",51700,2014,2014,2819,182965,15.41,27.23,38.79
,"Newport News city, VA",51700,2015,2015,2804,182385,15.37,27.04,38.63
,"Newport News city, VA",51700,2016,2016,2814,181825,15.48,27.5,38.6
,"Newport News city, VA",51700,2017,2017,2717,179388,15.15,27.63,38.56
Total,"Newport News city, VA",51700,,,14015,908583,15.43,27.25,38.67
,"Norfolk city, VA",51710,2013,2013,3738,246139,15.19,26.55,38.64
,"Norfolk city, VA",51710,2014,2014,3640,245428,14.83,26.93,38.68
,"Norfolk city, VA",51710,2015,2015,3743,246393,15.19,26.86,38.68
,"Norfolk city, VA",51710,2016,2016,3547,245115,14.47,27.12,38.63
,"Norfolk city, VA",51710,2017,2017,3410,244703,13.94,27.4,38.67
Total,"Norfolk city, VA",51710,,,18078,1227778,14.72,26.96,38.66
,"Portsmouth city, VA",51740,2013,2013,1550,96205,16.11,26.35,38.24
Total,"Portsmouth city, VA",51740,,,1550,96205,16.11,26.35,38.24
,"Richmond city, VA",51760,2013,2013,2838,214114,13.25,27.16,38.34
,"Richmond city, VA",51760,2014,2014,2918,217853,13.39,27.78,38.32
,"Richmond city, VA",51760,2015,2015,3111,220289,14.12,27.74,38.21
,"Richmond city, VA",51760,2016,2016,3028,223170,13.57,28.03,38.48
,"Richmond city, VA",51760,2017,2017,3031,227032,13.35,28.08,38.36
Total,"Richmond city, VA",51760,,,14926,1102458,13.54,27.76,38.34
,"Virginia Beach city, VA",51810,2013,2013,6016,448479,13.41,28.35,38.86
,"Virginia Beach city, VA",51810,2014,2014,6108,450980,13.54,28.58,38.91
,"Virginia Beach city, VA",51810,2015,2015,6110,452745,13.5,28.73,38.83
,"Virginia Beach city, VA",51810,2016,2016,5925,452602,13.09,28.97,38.87
,"Virginia Beach city, VA",51810,2017,2017,5710,450435,12.68,29.19,38.78
Total,"Virginia Beach city, VA",51810,,,29869,2255241,13.24,28.76,38.85
,"Unidentified Counties, VA",51999,2013,2013,40394,3766841,10.72,27.64,38.91
,"Unidentified Counties, VA",51999,2014,2014,39114,3611045,10.83,27.75,38.85
,"Unidentified Counties, VA",51999,2015,2015,39215,3623719,10.82,27.89,38.8
,"Unidentified Counties, VA",51999,2016,2016,38748,3628198,10.68,28.08,38.75
,"Unidentified Counties, VA",51999,2017,2017,38295,3637681,10.53,28.18,38.71
Total,"Unidentified Counties, VA",51999,,,195766,18267484,10.72,27.91,38.81
,"Benton County, WA",53005,2013,2013,2512,184486,13.62,27.43,38.56
,"Benton County, WA",53005,2014,2014,2661,186486,14.27,27.83,38.62
,"Benton County, WA",53005,2015,2015,2670,190309,14.03,27.89,38.68
,"Benton County, WA",53005,2016,2016,2759,193686,14.24,28.06,38.84
,"Benton County, WA",53005,2017,2017,2563,198171,12.93,28.24,38.75
Total,"Benton County, WA",53005,,,13165,953138,13.81,27.89,38.69
,"Clark County, WA",53011,2013,2013,5336,443817,12.02,28.44,38.91
,"Clark County, WA",53011,2014,2014,5571,451008,12.35,28.6,38.85
,"Clark County, WA",53011,2015,2015,5560,459495,12.1,28.79,38.82
,"Clark County, WA",53011,2016,2016,5665,467018,12.13,28.91,38.88
,"Clark County, WA",53011,2017,2017,5520,474643,11.63,29.08,38.77
Total,"Clark County, WA",53011,,,27652,2295981,12.04,28.77,38.84
,"Cowlitz County, WA",53015,2014,2014,1168,102133,11.44,26.82,38.94
,"Cowlitz County, WA",53015,2015,2015,1234,103468,11.93,26.93,38.86
,"Cowlitz County, WA",53015,2016,2016,1285,105160,12.22,27.1,38.97
,"Cowlitz County, WA",53015,2017,2017,1295,106910,12.11,27.38,38.86
Total,"Cowlitz County, WA",53015,,,4982,417671,11.93,27.06,38.91
,"King County, WA",53033,2013,2013,24901,2044449,12.18,30.7,38.96
,"King County, WA",53033,2014,2014,25363,2079967,12.19,30.85,38.96
,"King County, WA",53033,2015,2015,25487,2117125,12.04,31.05,38.96
,"King County, WA",53033,2016,2016,26022,2149970,12.1,31.24,38.96
,"King County, WA",53033,2017,2017,25300,2188649,11.56,31.37,38.92
Total,"King County, WA",53033,,,127073,10580160,12.01,31.05,38.95
,"Kitsap County, WA",53035,2013,2013,2835,253968,11.16,27.92,38.85
,"Kitsap County, WA",53035,2014,2014,3067,254183,12.07,28.2,38.91
,"Kitsap County, WA",53035,2015,2015,3058,260131,11.76,28.36,38.97
,"Kitsap County, WA",53035,2016,2016,3147,264811,11.88,28.49,38.72
,"Kitsap County, WA",53035,2017,2017,2979,266414,11.18,28.68,38.94
Total,"Kitsap County, WA",53035,,,15086,1299507,11.61,28.34,38.88
,"Pierce County, WA",53053,2013,2013,11118,819743,13.56,27.97,38.93
,"Pierce County, WA",53053,2014,2014,11666,831928,14.02,28.1,38.95
,"Pierce County, WA",53053,2015,2015,11539,843954,13.67,28.38,38.96
,"Pierce County, WA",53053,2016,2016,11756,861312,13.65,28.45,38.95
,"Pierce County, WA",53053,2017,2017,11297,876764,12.88,28.68,38.88
Total,"Pierce County, WA",53053,,,57376,4233701,13.55,28.31,38.93
,"Skagit County, WA",53057,2013,2013,1437,118837,12.09,28.01,38.81
,"Skagit County, WA",53057,2014,2014,1430,120365,11.88,27.9,38.95
,"Skagit County, WA",53057,2015,2015,1442,121846,11.83,28.07,38.9
,"Skagit County, WA",53057,2016,2016,1515,123681,12.25,28.54,38.92
,"Skagit County, WA",53057,2017,2017,1429,125619,11.38,28.35,38.96
Total,"Skagit County, WA",53057,,,7253,610348,11.88,28.18,38.91
,"Snohomish County, WA",53061,2013,2013,9412,745913,12.62,29.21,38.93
,"Snohomish County, WA",53061,2014,2014,9524,759583,12.54,29.41,38.98
,"Snohomish County, WA",53061,2015,2015,9768,772501,12.64,29.64,38.94
,"Snohomish County, WA",53061,2016,2016,10041,787620,12.75,29.84,38.95
,"Snohomish County, WA",53061,2017,2017,9883,801633,12.33,30.09,38.91
Total,"Snohomish County, WA",53061,,,48628,3867250,12.57,29.64,38.94
,"Spokane County, WA",53063,2013,2013,6061,479398,12.64,27.76,38.85
,"Spokane County, WA",53063,2014,2014,5892,484318,12.17,27.92,38.77
,"Spokane County, WA",53063,2015,2015,6043,490945,12.31,28.12,38.83
,"Spokane County, WA",53063,2016,2016,6145,499072,12.31,28.29,38.97
,"Spokane County, WA",53063,2017,2017,5895,506152,11.65,28.55,38.92
Total,"Spokane County, WA",53063,,,30036,2459885,12.21,28.13,38.87
,"Thurston County, WA",53067,2013,2013,3042,262388,11.59,28.48,38.93
,"Thurston County, WA",53067,2014,2014,3187,265851,11.99,28.63,39.01
,"Thurston County, WA",53067,2015,2015,3069,269536,11.39,28.53,38.96
,"Thurston County, WA",53067,2016,2016,3205,275222,11.65,28.89,38.99
,"Thurston County, WA",53067,2017,2017,3067,280588,10.93,28.89,38.98
Total,"Thurston County, WA",53067,,,15570,1353585,11.5,28.69,38.98
,"Whatcom County, WA",53073,2013,2013,2244,206353,10.87,28.65,39.03
,"Whatcom County, WA",53073,2014,2014,2286,208351,10.97,28.84,39.08
,"Whatcom County, WA",53073,2015,2015,2373,212284,11.18,28.95,39.04
,"Whatcom County, WA",53073,2016,2016,2279,216800,10.51,29.12,39.06
,"Whatcom County, WA",53073,2017,2017,2163,221404,9.77,29.57,39.12
Total,"Whatcom County, WA",53073,,,11345,1065192,10.65,29.02,39.06
,"Yakima County, WA",53077,2013,2013,3953,247044,16,26.67,38.74
,"Yakima County, WA",53077,2014,2014,4134,247687,16.69,26.95,38.85
,"Yakima County, WA",53077,2015,2015,3994,248830,16.05,27.23,38.79
,"Yakima County, WA",53077,2016,2016,3935,249636,15.76,27.35,38.66
,"Yakima County, WA",53077,2017,2017,3789,250193,15.14,27.56,38.68
Total,"Yakima County, WA",53077,,,19805,1243390,15.93,27.15,38.74
,"Unidentified Counties, WA",53999,2013,2013,13726,1165010,11.78,27.3,38.89
,"Unidentified Counties, WA",53999,2014,2014,12636,1069670,11.81,27.49,38.91
,"Unidentified Counties, WA",53999,2015,2015,12753,1079927,11.81,27.88,38.91
,"Unidentified Counties, WA",53999,2016,2016,12751,1094012,11.66,27.92,38.95
,"Unidentified Counties, WA",53999,2017,2017,12382,1108603,11.17,28.1,38.9
Total,"Unidentified Counties, WA",53999,,,64248,5517222,11.64,27.73,38.91
,"Berkeley County, WV",54003,2014,2014,1366,110497,12.36,27.19,38.66
,"Berkeley County, WV",54003,2015,2015,1386,111901,12.39,27.68,38.96
,"Berkeley County, WV",54003,2016,2016,1393,113525,12.27,27.53,38.84
,"Berkeley County, WV",54003,2017,2017,1361,114920,11.84,27.83,38.67
Total,"Berkeley County, WV",54003,,,5506,450843,12.21,27.56,38.78
,"Kanawha County, WV",54039,2013,2013,2256,191275,11.79,26.68,38.19
,"Kanawha County, WV",54039,2014,2014,2175,190223,11.43,26.7,38.17
,"Kanawha County, WV",54039,2015,2015,2068,188332,10.98,26.76,38.16
,"Kanawha County, WV",54039,2016,2016,1968,186241,10.57,27.22,38.15
,"Kanawha County, WV",54039,2017,2017,1929,183293,10.52,27.18,38.12
Total,"Kanawha County, WV",54039,,,10396,939364,11.07,26.9,38.16
,"Unidentified Counties, WV",54999,2013,2013,18569,1663029,11.17,26.29,38.61
,"Unidentified Counties, WV",54999,2014,2014,16760,1549606,10.82,26.48,38.62
,"Unidentified Counties, WV",54999,2015,2015,16351,1543895,10.59,26.67,38.55
,"Unidentified Counties, WV",54999,2016,2016,15718,1531336,10.26,26.81,38.51
,"Unidentified Counties, WV",54999,2017,2017,15385,1517644,10.14,26.93,38.49
Total,"Unidentified Counties, WV",54999,,,82783,7805510,10.61,26.62,38.56
,"Brown County, WI",55009,2013,2013,3389,254586,13.31,28.19,38.73
,"Brown County, WI",55009,2014,2014,3358,256670,13.08,28.38,38.75
,"Brown County, WI",55009,2015,2015,3418,258718,13.21,28.57,38.68
,"Brown County, WI",55009,2016,2016,3336,260401,12.81,28.67,38.72
,"Brown County, WI",55009,2017,2017,3323,262052,12.68,28.67,38.7
Total,"Brown County, WI",55009,,,16824,1292427,13.02,28.49,38.72
,"Dane County, WI",55025,2013,2013,6062,509939,11.89,30.04,38.94
,"Dane County, WI",55025,2014,2014,6359,516284,12.32,30.16,38.9
,"Dane County, WI",55025,2015,2015,6178,523643,11.8,30.27,38.85
,"Dane County, WI",55025,2016,2016,6052,531273,11.39,30.58,38.85
,"Dane County, WI",55025,2017,2017,5883,536416,10.97,30.6,38.85
Total,"Dane County, WI",55025,,,30534,2617555,11.67,30.32,38.88
,"Fond du Lac County, WI",55039,2014,2014,1067,101759,10.49,28.06,38.7
,"Fond du Lac County, WI",55039,2015,2015,1080,101973,10.59,28.16,38.73
,"Fond du Lac County, WI",55039,2016,2016,1031,102144,10.09,28.56,38.68
,"Fond du Lac County, WI",55039,2017,2017,1066,102548,10.4,28.45,38.72
Total,"Fond du Lac County, WI",55039,,,4244,408424,10.39,28.3,38.71
,"Kenosha County, WI",55059,2013,2013,1989,167757,11.86,27.74,38.64
,"Kenosha County, WI",55059,2014,2014,1956,168068,11.64,27.95,38.68
,"Kenosha County, WI",55059,2015,2015,1911,168437,11.35,28.14,38.62
,"Kenosha County, WI",55059,2016,2016,1936,168183,11.51,28.27,38.76
,"Kenosha County, WI",55059,2017,2017,1876,168521,11.13,28.31,38.59
Total,"Kenosha County, WI",55059,,,9668,840966,11.5,28.08,38.66
,"La Crosse County, WI",55063,2013,2013,1233,116713,10.56,28.81,39.11
,"La Crosse County, WI",55063,2014,2014,1260,118011,10.68,28.45,39.01
,"La Crosse County, WI",55063,2015,2015,1268,118212,10.73,28.93,38.9
,"La Crosse County, WI",55063,2016,2016,1188,118122,10.06,29.22,38.73
,"La Crosse County, WI",55063,2017,2017,1188,118274,10.04,29.33,38.95
Total,"La Crosse County, WI",55063,,,6137,589332,10.41,28.94,38.94
,"Marathon County, WI",55073,2013,2013,1574,135416,11.62,28.46,38.74
,"Marathon County, WI",55073,2014,2014,1607,135780,11.84,28.45,38.74
,"Marathon County, WI",55073,2015,2015,1622,135868,11.94,28.46,38.76
,"Marathon County, WI",55073,2016,2016,1635,135603,12.06,28.88,38.78
,"Marathon County, WI",55073,2017,2017,1451,135732,10.69,28.8,38.76
Total,"Marathon County, WI",55073,,,7889,678399,11.63,28.61,38.76
,"Milwaukee County, WI",55079,2013,2013,14025,956023,14.67,27.62,38.59
,"Milwaukee County, WI",55079,2014,2014,13937,956406,14.57,27.78,38.6
,"Milwaukee County, WI",55079,2015,2015,13915,957735,14.53,28,38.54
,"Milwaukee County, WI",55079,2016,2016,13658,951448,14.35,28.25,38.51
,"Milwaukee County, WI",55079,2017,2017,13427,952085,14.1,28.34,38.49
Total,"Milwaukee County, WI",55079,,,68962,4773697,14.45,27.99,38.55
,"Outagamie County, WI",55087,2013,2013,2266,180345,12.56,28.78,38.63
,"Outagamie County, WI",55087,2014,2014,2286,182006,12.56,28.68,38.69
,"Outagamie County, WI",55087,2015,2015,2368,183245,12.92,29.08,38.72
,"Outagamie County, WI",55087,2016,2016,2319,184526,12.57,29.27,38.69
,"Outagamie County, WI",55087,2017,2017,2205,186059,11.85,29.28,38.6
Total,"Outagamie County, WI",55087,,,11444,916181,12.49,29.02,38.67
,"Racine County, WI",55101,2013,2013,2378,195041,12.19,27.59,38.55
,"Racine County, WI",55101,2014,2014,2375,195163,12.17,27.94,38.65
,"Racine County, WI",55101,2015,2015,2400,195080,12.3,28.1,38.71
,"Racine County, WI",55101,2016,2016,2417,195140,12.39,28.07,38.58
,"Racine County, WI",55101,2017,2017,2285,196071,11.65,27.93,38.44
Total,"Racine County, WI",55101,,,11855,976495,12.14,27.93,38.59
,"Rock County, WI",55105,2013,2013,1955,160739,12.16,27.3,38.74
,"Rock County, WI",55105,2014,2014,1977,161188,12.27,27.58,38.78
,"Rock County, WI",55105,2015,2015,1937,161448,12,27.65,38.87
,"Rock County, WI",55105,2016,2016,2003,161620,12.39,27.91,38.74
,"Rock County, WI",55105,2017,2017,1911,162309,11.77,27.94,38.82
Total,"Rock County, WI",55105,,,9783,807304,12.12,27.67,38.79
,"Sheboygan County, WI",55117,2013,2013,1232,114922,10.72,28.28,38.94
,"Sheboygan County, WI",55117,2014,2014,1185,115290,10.28,28.36,38.92
,"Sheboygan County, WI",55117,2015,2015,1310,115569,11.34,28.2,38.96
,"Sheboygan County, WI",55117,2016,2016,1257,115427,10.89,28.74,38.78
,"Sheboygan County, WI",55117,2017,2017,1204,115344,10.44,28.44,38.96
Total,"Sheboygan County, WI",55117,,,6188,576552,10.73,28.4,38.91
,"Walworth County, WI",55127,2014,2014,1072,103527,10.35,28.52,38.78
,"Walworth County, WI",55127,2015,2015,1055,102804,10.26,28.64,38.94
,"Walworth County, WI",55127,2016,2016,967,102959,9.39,28.85,38.84
,"Walworth County, WI",55127,2017,2017,917,103082,8.9,29.16,38.74
Total,"Walworth County, WI",55127,,,4011,412372,9.73,28.78,38.83
,"Washington County, WI",55131,2013,2013,1343,132739,10.12,29.75,38.77
,"Washington County, WI",55131,2014,2014,1332,133251,10,29.64,38.81
,"Washington County, WI",55131,2015,2015,1381,133674,10.33,29.6,38.76
,"Washington County, WI",55131,2016,2016,1331,134296,9.91,29.87,38.71
,"Washington County, WI",55131,2017,2017,1291,135101,9.56,30.21,38.8
Total,"Washington County, WI",55131,,,6678,669061,9.98,29.81,38.77
,"Waukesha County, WI",55133,2013,2013,3697,393843,9.39,30.23,38.75
,"Waukesha County, WI",55133,2014,2014,3885,395118,9.83,30.34,38.83
,"Waukesha County, WI",55133,2015,2015,3703,396488,9.34,30.69,38.76
,"Waukesha County, WI",55133,2016,2016,4008,398424,10.06,30.77,38.72
,"Waukesha County, WI",55133,2017,2017,3863,400621,9.64,31.08,38.74
Total,"Waukesha County, WI",55133,,,19156,1984494,9.65,30.63,38.76
,"Winnebago County, WI",55139,2013,2013,1859,169541,10.96,28.21,38.61
,"Winnebago County, WI",55139,2014,2014,1826,169511,10.77,28.39,38.58
,"Winnebago County, WI",55139,2015,2015,1916,169546,11.3,28.71,38.7
,"Winnebago County, WI",55139,2016,2016,1905,169886,11.21,28.75,38.74
,"Winnebago County, WI",55139,2017,2017,1833,170414,10.76,28.88,38.74
Total,"Winnebago County, WI",55139,,,9339,848898,11,28.59,38.68
,"Unidentified Counties, WI",55999,2013,2013,23647,2255109,10.49,28.12,38.89
,"Unidentified Counties, WI",55999,2014,2014,21679,2049532,10.58,28.24,38.89
,"Unidentified Counties, WI",55999,2015,2015,21579,2048897,10.53,28.43,38.89
,"Unidentified Counties, WI",55999,2016,2016,21572,2049256,10.53,28.57,38.87
,"Unidentified Counties, WI",55999,2017,2017,21252,2050854,10.36,28.71,38.84
Total,"Unidentified Counties, WI",55999,,,109729,10453648,10.5,28.41,38.88
,"Unidentified Counties, WY",56999,2013,2013,7644,582658,13.12,27.09,38.64
,"Unidentified Counties, WY",56999,2014,2014,7696,584153,13.17,27.19,38.63
,"Unidentified Counties, WY",56999,2015,2015,7765,586107,13.25,27.47,38.74
,"Unidentified Counties, WY",56999,2016,2016,7386,585501,12.61,27.75,38.62
,"Unidentified Counties, WY",56999,2017,2017,6903,579315,11.92,27.87,38.6
Total,"Unidentified Counties, WY",56999,,,37394,2917734,12.82,27.46,38.65
Total,,,,,19700129,1605251406,12.27,28.51,38.64
---,,,,,,,,,
"Dataset: Natality, 2007-2017",,,,,,,,,
Query Parameters:,,,,,,,,,
Year: 2013; 2014; 2015; 2016; 2017,,,,,,,,,
Group By: County; Year,,,,,,,,,
Show Totals: True,,,,,,,,,
Show Zero Values: False,,,,,,,,,
Show Suppressed: False,,,,,,,,,
"Calculate Rates Per: 1,000",,,,,,,,,
Population Option: Default intercensal populations for years 2007-2009,,,,,,,,,
---,,,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/Natality.html for more information.,,,,,,,,,
---,,,,,,,,,
"Query Date: Mar 23, 2019 12:16:44 PM",,,,,,,,,
---,,,,,,,,,
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention",,,,,,,,,
"(CDC), National Center for Health Statistics (NCHS), Division of Vital Statistics, Natality public-use data 2007-2017, on CDC",,,,,,,,,
"WONDER Online Database, October 2018. Accessed at http://wonder.cdc.gov/natality-current.html on Mar 23, 2019 12:16:44 PM",,,,,,,,,
---,,,,,,,,,
Messages:,,,,,,,,,
"1. Rows with zero Births are hidden, but the Total Population values in those rows are included in the totals. Use Quick Options",,,,,,,,,
above to show zero rows.,,,,,,,,,
---,,,,,,,,,
Caveats:,,,,,,,,,
1. 'Missing County' appears when county data is not available for a certain year. This occurs because the county did not meet,,,,,,,,,
"minimum population standards and thus the data for the county was recoded to the ""Unidentified Counties"" category for the",,,,,,,,,
state of the county. More information: http://wonder.cdc.gov/wonder/help/Natality.html#Locations.,,,,,,,,,
2. Each birth record represents one living baby.,,,,,,,,,
"3. County-level data are shown only for counties with populations of 100,000 persons or more. Within each state, data for all",,,,,,,,,
"counties with fewer than 100,000 persons are combined together under the label ""Unidentified Counties.""",,,,,,,,,
4. Birth rates are calculated as the number of births divided by total population in the given year(s). When the numerator is,,,,,,,,,
"sub-set by mother's race, mother's hispanicity, location, or year of birth, then the same sub-set for age, race, hispanicity,",,,,,,,,,
location and year applies to the denominator population.,,,,,,,,,
5. As a result of population changes the following counties do not have data available for all years.<br/> Before 2014 the data,,,,,,,,,
"for the following counties was recoded to the ""Unidentified Counties"" category within the state of the county because they did",,,,,,,,,
"not meet minimum population standards. Houston County, AL (01069); Navajo County, AZ (04017); Faulkner County, AR (05045);",,,,,,,,,
"Saline County, AR (05125); Bartow County, GA (13015); Carroll County, GA (13045); Columbia County, GA (13073); Coweta County, GA",,,,,,,,,
"(13077); Douglas County, GA (13097); Fayette County, GA (13113); Forsyth County, GA (13117); Lowndes County, GA (13185);",,,,,,,,,
"Paulding County, GA (13223); Whitfield County, GA (13313); Bonneville County, ID (16019); DeKalb County, IL (17037); Kendall",,,,,,,,,
"County, IL (17093); Clark County, IN (18019); Douglas County, KS (20045); Boone County, KY (21015); Hardin County, KY (21093);",,,,,,,,,
"Warren County, KY (21227); Ascension Parish, LA (22005); Bossier Parish, LA (22015); Livingston Parish, LA (22063); Cecil",,,,,,,,,
"County, MD (24015); St. Mary's County, MD (24037); Scott County, MN (27139); Wright County, MN (27171); Franklin County, MO",,,,,,,,,
"(29071); Missoula County, MT (30063); Sandoval County, NM (35043); Tompkins County, NY (36109); Brunswick County, NC (37019);",,,,,,,,,
"Craven County, NC (37049); Harnett County, NC (37085); Henderson County, NC (37089); Miami County, OH (39109); Canadian County,",,,,,,,,,
"OK (40017); Adams County, PA (42001); Dorchester County, SC (45035); Pennington County, SD (46103); Wilson County, TN (47189);",,,,,,,,,
"Comal County, TX (48091); Guadalupe County, TX (48187); Hays County, TX (48209); Kaufman County, TX (48257); Parker County, TX",,,,,,,,,
"(48367); Cache County, UT (49005); Washington County, UT (49053); Spotsylvania County, VA (51177); Stafford County, VA (51179);",,,,,,,,,
"Cowlitz County, WA (53015); Berkeley County, WV (54003); Fond du Lac County, WI (55039); Walworth County, WI (55127). <br/>",,,,,,,,,
"After 2013 the data for the following counties was recoded to the ""Unidentified Counties"" category within the state of the",,,,,,,,,
"county because they did not meet minimum population standards. Cape May County, NJ (34009); Portsmouth city, VA (51740).",,,,,,,,,
6. Caution should be used when interpreting the Average Age of Mother measure. All ages 12 years and less are coded to 12 years.,,,,,,,,,
